huc12,HUC12_Name
030801020600,Brooks Branch
030801020700,Lake Stafford
030801020801,Lake Bryant
030801020802,Mill Dam Lake
030801020803,Mud Lake-Oklawaha River
030801020804,Silver River
030801020805,Daisy Creek
030801020806,Strouds Creek
030801020900,Johnson Lake
030801021000,Ledwith Lake
030801021101,Saluda Swamp
030801021102,Hatchet Creek
030801021103,Hogtown Creek
030801021104,Gum Root Slough
030801021105,Paynes Prairie
030801021106,Newnans Lake
030801021107,River Styx
030801021201,Lochloosa Creek
030801021202,Lochloosa Lake
030801021203,Reddick Slough
030801021204,Hawthorn Prairie
030801021205,Orange Lake
030801021301,Little Orange Creek
030801021302,Cabbage Creek
030801021303,Orange Creek
030801021401,Gooski Prairie
030801021402,Graveyard Lake
030801021403,Penner Ponds
030801021404,Upper Ocklawaha Lake
030801021405,Sweetwater Branch-Ocklawaha Lake
030801021406,Lower Ocklawaha Lake
030801030101,Little Haw Creek
030801030102,Lake Diston
030801030201,Long Swamp
030801030202,Middle Haw Creek
030801030203,Hull Cypress Swamp
030801030204,Black Branch
030801030205,Haw Creek
030801030301,Dead Lake
030801030302,Big Cypress Swamp-Salt Creek
030801030303,Salt Creek
030801030304,Crescent Lake
030801030401,Acosta Creek
030801030402,Cow Heaven Bay
030801030403,Dunns Creek
030801030404,Murphy Creek
030801030501,Levys Prairie
030801030502,Lake Geneva
030801030503,Smith Lake
030801030504,Upper Etonia Creek
030801030601,Lower Etonia Creek
030801030602,Rice Creek Swamp
030801030603,Simms Creek
030801030604,Rice Creek
030801030701,Sixteenmile Creek
030801030702,Moccasin Branch-St. Johns River
030801030703,North Deep Creek-St. Johns River
030801030704,Mason Branch
030801030801,Cedar Creek-St. Johns River
030801030802,McCullough Branch
030801030803,Tocot Creek
030801030804,Clarks Creek
030801030901,Ates Creek
030801030902,Greens Creek
030801030903,Upper South Fork of Black Creek
030801030904,Lower South Fork of Black Creek
030801031001,Kingsley Lake
030801031002,Upper North Fork of Black Creek
030801031003,Yellow Water Creek
030801031004,Lower North Fork of Black Creek
030801031101,Little Black Creek
030801031102,Peters Creek
030801031103,Black Creek-St. Johns River
030801031201,Twelvemile Swamp-Turnbull Creek
030801031202,Trout Creek-St. Johns River
030801031203,Palmo Cove
030801031204,Governors Creek
030801031301,Durbin Creek
030801031302,Julington Creek
030801031303,Cunningham Creek
030801031304,Doctors Lake
030801031401,Upper Ortega River
030801031402,Cedar River
030801031403,Lower Ortega River
030801031404,New Rose Creek
030801031405,McCoy Creek
030801031501,Upper Trout River
030801031502,Lower Trout River
030801031503,Arlington River
030801031601,Broward River
030801031602,Clapboard Creek
030801031603,Big Island Swamp
030801031604,Upper Pablo Creek
030801031605,Lower Pablo Creek
030801031606,Chicopit Bay
030802010101,Spruce Creek
030802010102,Middle Spruce Creek
030802010103,Halifax River
030802010104,Turnbull Creek
030802010105,Rose Bay-Spruce Creek Frontal
030802010201,Tiger Bay
030802010202,Upper Tomoka River
030802010203,Little Tomoka River
030802010204,Groover Branch
030802010205,Lower Tomoka River
030802010301,Pringle Branch
030802010302,Stevens Branch
030802010303,Pellicer Creek
030802010401,Bulow Creek
030802010402,Bulow Creek-Tomoka River Frontal
030802010403,Graham Swamp
030802010404,Pellicer Creek-Big Mulberry Branch Frontal
030802010501,Upper Tolomato River
030802010502,Lower Tolomato River
030802010601,San Sebastian River
030802010602,Moultrie Creek
030802010603,Tolomato River-Moses Creek Frontal
030802020101,North Banana River
030802020102,Newfound Harbor
030802020103,South Banana River
030802020201,Turnbull Hammock
030802020202,Indian River Lagoon
030802020301,Eau Gullie River
030802020302,Crane Creek
030802020303,Trukey Creek-Indian River
030802020304,Goat Creek
030802020305,Kid Creek
030802020400,Mosquito Lagoon
030802020500,Cape Canaveral-Atlantic Ocean
030802030100,West Belcher Canal
030802030201,East Belcher Canal
030802030202,South Canal
030802030203,Fort Pierce Inlet-Indian River
030802030301,Vero Beach Estates
030802030302,North Canal Drain
030802030303,North Canal
030802030304,North Prong of the St. Sebastian River
030802030305,South Prong of the St. Sebastian River
030802030306,Vero Beach Main Canal
030802030307,St. Sebastian River-Indian River
030901010101,Lake Conway
030901010102,Boggy Creek Swamp
030901010103,Lake Hart
030901010104,East Lake Tohopekaliga
030901010201,Lake Myrtle
030901010202,Lake Conlin
030901010301,Big Sand Lake
030901010302,Shingle Creek
030901010400,Lake Tohopekaliga
030901010501,"030901010501 in Orange, FL"
030901010502,"030901010502 in Orange and Lake, FL"
030901010503,"030901010503 in Orange, FL"
030901010504,Davenport Creek
030901010601,Reedy Creek Swamp
030901010602,Lake Russel
030901010701,"030901010701 in Polk, FL"
030901010702,Catfish Creek
030901010801,Horse Creek
030901010802,Lake Marion
030901010803,Lake Marion Creek
030901010804,Lake Hatchinea
030901010901,Alligator Lake
030901010902,"030901010902 in Osceola, FL"
030901010903,Lake Gentry
030901010904,Lonesome Camp Swamp
030901010905,Cypress Lake
030901011001,Lake Marian
030901011002,Fodderstack Slough
030901011101,Scrub Slough
030901011102,Tiger Lake
030901011103,Lake Kissimmee
030901011201,Lake Rosalie
030901011202,"030901011202 in Polk, FL"
030901011203,"030901011203 in Polk, FL"
030901011204,"030901011204 in Polk, FL"
030901011301,"030901011303 in Highlands and Polk, FL"
030901011302,"030901011303 in Polk, FL"
030901011303,"030901011303 in Polk, FL"
030901011304,Lake Arbuckle
030901011401,Buttermilk Slough
030901011402,Upper Blanket Bay Slough
030901011403,Ice Cream Slough
030901011404,Lower Blanket Bay Slough
030901011405,Rattlesnake Hammock
030901011501,North Fork of Pine Island Slough
030901011502,South Fork of Pine Island Slough
030901011503,Pine Island Slough
030901011504,Duck Slough
030901011505,"030901011505 in Highlands and Okeechobee, FL"
030901011601,Morgan Hole Creek
030901011602,Bonnet Creek
030901011603,Upper Arbuckle Creek
030901011604,Middle Arbuckle Creek
030901011701,"030901011701 in Highlands, FL"
030901011702,Lake Huntley
030901011703,"030901011703 in Highlands, FL"
030901011704,"030901011704 in Highlands, FL"
030901011801,"030901011801 in Highlands, FL"
030901011802,Lower Arbuckle Creek
030901011803,Arbuckle Branch
030901011804,Lake Istokpoga
030901011901,Hole in the Wall Creek
030901011902,Istokpoga Creek
030901012001,Cypress Slough-Chandler Slough
030901012002,Upper Chandler Slough
030901012003,Lower Chandler Slough
030901012101,Doughtery Cutoff
030901012102,Grogan Lake
030901012103,Buckhead Ridge
030901020100,Upper Taylor Creek
030901020200,Nubbin Slough
030901020301,Eagle Bay
030901020302,Lower Taylor Creek-Eagle Bay Frontal
030901020303,Nubbin Slough-Chaney Bay Frontal
030901030101,Hog Island Hammock
030901030102,Junes Gully
030901030103,West Branch of Fisheating Creek
030901030104,Bootheel Creek
030901030105,Joe Slough
030901030201,Platt Branch
030901030202,Rainey Slough
030901030203,Picnic Lake
030901030204,Gopher Gully
030901030205,Gator Slough
030901030206,Cowbone Marsh
030901030301,Upper Bay Swamp
030901030302,"030901030302 in Glades and Highlands, FL"
030901030303,Upper Harney Pond Canal
030901030304,Sixmile Marsh
030901030305,Lower Harney Pond Canal
030901030401,Istokpoga Creek
030901030402,Lower Canal C-41A
030901030403,North Indian Prairie Canal
030901030404,South Indian Prairie Canal
030902010100,Corbett Wildlife Management Area
030902010200,Lake Okeechobee
030902020100,Upper West Palm Beach Canal
030902020200,East Bolles Canal
030902020300,West Bolles Canal
030902020401,Rotenberger
030902020402,Holey Land
030902020500,Conservation Area 1
030902020601,North Conservation Area 2
030902020602,South Conservation Area 2
030902020700,Devils Garden Slough
030902020800,Lard Can Slough
030902020900,Goddens Strand Slough
030902021000,Kissimmee Billy Strand
030902021100,Conservation Area 3A
030902021200,Conservation Area 3B
030902021300,Everglades National Park
030902021400,Broad River-Taylor Slough Frontal
030902021500,Ponce de Leon Bay-Gulf of Mexico
030902030100,Florida Bay
030902030200,Upper Florida Keys
030902030400,Hawk Channel-Atlantic Ocean
030902040101,Tenmile Canal
030902040102,Hendry Creek-Cow Creek Frontal
030902040103,Estero River
030902040104,Imperial River Drain
030902040105,Imperial River
030902040106,Spring Creek-Estero Bay
030902040107,Estero Bay
030902040201,Carson Gully
030902040202,Lake Trafford
030902040203,East Corkscrew Swamp
030902040204,North Corkscrew Swamp
030902040205,Corkscrew Swamp
030902040206,West Corkscrew Swamp
030902040207,East Cocohatchee River
030902040208,West Cocohatchee River
030902040301,Fakahatchee Strand
030902040302,Upper Fakahatchee Strand State Preserve
030902040303,Middle Fakahatchee Strand State Preserve
030902040304,Lower Fakahatchee Strand State Preserve
030902040305,Four Stake Prairie
030902040401,South Corkscrew Swamp
030902040402,Upper Union Canal
030902040403,West Union Canal
030902040404,Middle Union Canal
030902040405,Picayune Slough
030902040406,Lower Union Canal
030902040501,Horsepen Slough
030902040502,Curry Island Drain
030902040503,Golden Gate Drain
030902040504,Clam Pass-Doctors Pass Frontal
030902040601,Upper Henderson Creek
030902040602,Collier Seminole State Park
030902040603,Haldeman Creek
030902040700,Henderson Creek-Barron River Frontal
030902040800,Rooker Bay
030902040901,Wild Cow Island Slough
030902040902,Okaloacoochee Drain
030902040903,Crows Nest Slough
030902040904,Upper Okaloacoochee Slough
030902040905,Lower Okaloacoochee Slough
030902040906,Deep Lake Slough
030902041000,Big Cypress Swamp
030902041100,Lopez River-Lostmans River Frontal
030902041200,Pavilion Key-Gulf of Mexico
030902050101,South Shore
030902050102,Ninemile Canal
030902050201,Airglade Airport
030902050202,Lake Hicpochee
030902050203,Okeechobee Waterway
030902050204,Caloosahatchee Canal
030902050205,Linden Pens Marsh
030902050206,Long Hammock Creek
030902050301,Upper Cypress Branch
030902050302,Lower Cypress Branch
030902050303,Okaloachoochee Branch
030902050304,Bee Branch
030902050401,"030902050401 in Glades and Hendry, FL"
030902050402,East Twelvemile Slough
030902050403,Jacks Branch
030902050404,Upper Caloosahatchee River
030902050405,Corkscrew Swamp Drain
030902050406,West Twelvemile Slough
030902050407,Middle Caloosahatchee River
030902050408,Lower Caloosahatchee River
030902050501,Upper Telegraph Swamp
030902050502,Lower Telegraph Swamp
030902050601,Trout Creek-Stroud Creek Frontal
030902050602,Daughtery Creek
030902050603,Yellow Fever Creek-Fourmile Cove
030902050604,Halfway Pond
030902050605,Orange River
030902050606,Orange Creek-Whiskey Creek Frontal
030902050607,Caloosahatchee River
030902060100,Cow Creek-Rim Canal
030902060200,North Fork of the St. Lucie River
030902060300,Cypress Creek
030902060401,Myer Hammock
030902060402,St. Lucie Canal
030902060501,Bessey Creek-Mapps Creek Frontal
030902060502,South Fork of the St. Lucie River
030902060503,Great Pocket Cove-Willoughby Creek Frontal
030902060504,Indian River-St. Lucie Inlet
030902060601,North Fork of the Loxahatchee River
030902060602,Kitching Creek
030902060603,Upper Loxahatchee River
030902060604,Lower Loxahatchee River
030902060700,Upper Loxahatchee Slough
030902060800,Lower West Palm Beach Canal
030902060900,Lake Ozborne
030902061001,Lower Loxahatchee Slough
030902061002,Lake Mangonia
030902061003,Lake Worth Inlet-Boynton Inlet Frontal
030902061101,Hillsborough Canal
030902061102,Lake Ida
030902061201,Cypress Creek Canal
030902061202,Middle River Canal
030902061203,North Fork of the New River Canal
030902061204,South New River Canal-West
030902061205,South New River Canal-East
030902061300,Boca Raton Inlet-Port Everglades
030902061401,Snake Creek Canal
030902061402,Royal Glades Canal
030902061403,Biscayne Canal
030902061404,Little River Canal
030902061405,Miami River
030902061406,North Biscayne Bay
030902061500,Tamiami Canal
030902061601,Cutler Drain Canal
030902061602,Black Creek Canal
030902061603,Upper Princeton Canal
030902061604,Lower Princeton Canal
030902061605,Mowery Canal
030902061606,Canal S177
030902061607,Model Land Canal
030902061608,East Everglades National Park
030902061609,Everglades National Park Frontal
030902061701,Coral Gables Canal
030902061702,South Biscayne Bay
031001010101,Lake Parker
031001010102,Lake Ariana
031001010103,Lake Hancock
031001010201,Lake Hamilton
031001010202,Surveyors Lake
031001010203,Lake Annie
031001010204,Lake Eloise
031001010205,Lake Garfield
031001010301,North Bear Branch
031001010302,McCullough Creek
031001010303,Sink Branch
031001010304,Bowlegs Creek
031001010305,Whidden Creek
031001010306,Bear Branch-Peace River
031001010401,Upper Payne Creek
031001010402,Little Payne Creek
031001010403,Lower Payne Creek
031001010404,Little Charlie Creek
031001010405,Thompson Branch
031001010501,Charlie Creek Headwaters
031001010502,Charlie Creek Headwaters
031001010503,Buckhorn Creek
031001010504,"031001010504 in Hardee and Highlands, FL"
031001010505,Little Charley Bowlegs Creek
031001010506,Bee Branch-Charlie Creek
031001010601,Upper Oak Creek
031001010602,Lower Oak Creed
031001010603,Middle Charlie Creek
031001010604,Fish Branch
031001010605,Lower Charlie Creek
031001010701,Alligator Branch
031001010702,Troublesome Creek
031001010703,Oak Creek
031001010704,Limestone Creek-Peace River
031001010705,Peace River Branch
031001010801,Horse Creek Headwaters
031001010802,Brushy Creek
031001010803,Upper Horse Creek
031001010804,Brandy Branch
031001010805,Middle Horse Creek
031001010806,Buzzard Roost Branch
031001010807,Lower Horse Creek
031001010901,McBride Branch
031001010902,"031001010901 in DeSoto, FL"
031001010903,Hawthorn Creek
031001010904,Lower Joshua Creek
031001010905,Johnson Lake-Peace River
031001010906,Thorton Branch
031001010907,Lettuce Lake
031001011001,Long Point Marsh
031001011002,Cow Slough
031001011003,Tippen Bay
031001011004,Long Island Marsh
031001011005,Myrtle Slough-Prairie Creek
031001011006,Upper Prairie Creek
031001011101,Myrtle Slough-Shell Creek
031001011102,Upper Shell Creek
031001011103,Middle Shell Creek
031001011104,Lower Prairie Creek
031001011105,Myrtle Slough-Cecil M. Webb State Wildlife Management Area
031001011106,Lower Shell Creek
031001011107,Little Alligator Creek
031001011108,Peace River
031001020101,Wingate Creek
031001020102,Oglegy Creek
031001020103,Owen Creek
031001020104,Maple Creek
031001020201,Mossy Island Slough
031001020202,Tatum Sawgrass Swamp
031001020203,Howard Creek
031001020204,Lake Myakka
031001020301,Harris Camp
031001020302,Deer Prairie Creek
031001020303,Curry Creek
031001020401,East Cocoplum Waterway
031001020402,North Cocoplum Waterway
031001020403,South Cocoplum Waterway
031001020404,West Cocoplum Waterway
031001020501,Wildcat Slough
031001020502,Mud Lake Slough
031001020503,Big Slough Canal
031001020504,Big Slough
031001020505,Lower Myakka River
031001020506,Tippecanoe Bay
031001030101,Upper Alligator Creek
031001030102,Lower Alligator Creek Frontal
031001030103,Yucca Pen Creek Frontal
031001030104,North Matlacha Pass Frontal
031001030105,South Matlacha Pass Frontal
031001030201,Trout Creek-Catfish Creek Frontal
031001030202,Charlotte Harbor
031001030300,Pine Island
031002010101,Palma Sola Bay Frontal
031002010102,Roberts Bay Frontal
031002010103,Sarasota Bay
031002010201,Cow Pen Slough
031002010202,Venice Inlet Frontal
031002010203,Philippee Creek
031002010204,Little Sarasota Bay Frontal
031002010205,Alligator Creek
031002010301,Forked Creek-Gottfried Creek Frontal
031002010302,Rock Creek-Oyster Creek Frontal
031002010303,Buck Creek-Coral Creek Frontal
031002010400,Venice Inlet-Gulf of Mexico
031002020101,North Fork of the Manatee River
031002020102,East Fork of the Manatee River
031002020103,Corbit Branch
031002020104,Gilley Creek
031002020105,Lake Manatee
031002020106,Upper Gamble Creek
031002020107,Lower Gamble Creek
031002020201,Upper Braden River
031002020202,Lower Braden River
031002020203,Cypress Strand
031002020204,Manatee River-Warner Bayou
031002030101,Alderman Creek
031002030102,Howard Prairie Branch
031002030103,Carlton Branch
031002030104,South Fork of the Little Manatee River
031002030105,Dug Creek
031002030201,Curiosity Creek
031002030202,Cypress Creek-Little Manatee River
031002030203,Little Manatee River
031002040101,Skinned Sapling Creek
031002040102,"031002040102  in Polk, FL"
